id,Lat,Lon,bandwidth,N_Latitude,N_Longitude,Latitudes,Longitudes,N_Designacoes,Designacoes,N_Setores,Setores
37,-22.90429,-43.1132,100,1,1,-22.90429,-43.1132,1,100MG7W,3,0;155;70
38,-22.9037,-43.1159,100,1,1,-22.9037,-43.1159,1,100MG7W,3,10;100;280
39,-22.90365,-43.0659,100,1,1,-22.90365,-43.0659,1,100MG7W,3,160;250;30
40,-22.90278,-43.11016,100,1,1,-22.90278,-43.11016,1,100MG7W,3,0;135;220
41,-22.9025,-43.1242,100,1,1,-22.9025,-43.1242,1,100MG7W,3,10;100;230
42,-22.9024,-43.1058,100,1,1,-22.9024,-43.1058,1,100MG7W,3,140;250;40
43,-22.90187,-43.04869,100,1,1,-22.90187,-43.04869,1,100MG7W,3,190;250;80
44,-22.90132,-43.11335,100,1,1,-22.90132,-43.11335,1,100MG7W,3,205;275;75
45,-22.9006,-43.1279,100,1,1,-22.9006,-43.1279,1,100MG7W,3,170;280;60
46,-22.8997,-43.0961,100,1,1,-22.8997,-43.0961,1,100MG7W,3,245;315;85
47,-22.89956,-43.11226,100,1,1,-22.89956,-43.11226,1,100MG7W,3,190;260;90
48,-22.89917,-43.09056,100,1,1,-22.89917,-43.09056,1,100MD7W,3,0;275;80
49,-22.89799,-43.10341,100,1,1,-22.89799,-43.10341,1,100MG7W,3,130;225;350
50,-22.89729,-43.07742,100,1,1,-22.89729,-43.07742,1,100MG7W,3,175;305;75
51,-22.8972,-43.1239,100,1,1,-22.8972,-43.1239,1,100MG7W,1,0
52,-22.89656,-43.1264,100,1,1,-22.89656,-43.1264,1,100MG7W,3,180;250;80
53,-22.8965,-43.1196,100,1,1,-22.8965,-43.1196,1,100MD7W,2,100;235
54,-22.89585,-43.12266,100,1,1,-22.89585,-43.12266,1,100MG7W,3,120;240;50
55,-22.8953,-43.1136,100,1,1,-22.8953,-43.1136,1,100MG7W,3,15;150;270
56,-22.89452,-43.1191,100,1,1,-22.89452,-43.1191,1,100MG7W,3,200;280;90
57,-22.8939,-43.12213,100,1,1,-22.8939,-43.12213,1,100MG7W,4,130;220;340;50
58,-22.89385,-43.11048,100,1,1,-22.89385,-43.11048,1,100MG7W,3,110;190;40
59,-22.89217,-43.12481,100,1,1,-22.89217,-43.12481,1,100MG7W,1,0
60,-22.8901,-43.1141,100,1,1,-22.8901,-43.1141,1,100MG7W,3,170;300;80
61,-22.88998,-43.09071,100,1,1,-22.88998,-43.09071,1,100MG7W,3,110;240;40
62,-22.88967,-43.09601,100,1,1,-22.88967,-43.09601,1,100MG7W,3,250;350;90
63,-22.8888,-43.1226,100,1,1,-22.8888,-43.1226,1,100MG7W,3,100;195;320
64,-22.88762,-43.11718,100,1,1,-22.88762,-43.11718,1,100MG7W,3,110;20;235
65,-22.88741,-43.12436,100,1,1,-22.88741,-43.12436,1,100MG7W,3,180;230;300
66,-22.88642,-43.02902,100,1,1,-22.88642,-43.02902,1,100MG7W,3,0;220;90
67,-22.88534,-43.12522,100,1,1,-22.88534,-43.12522,1,100MG7W,3,160;355;70
68,-22.88443,-43.06511,100,1,1,-22.88443,-43.06511,1,100MG7W,3,170;280;30
69,-22.8842,-43.11145,10,1,1,-22.8842,-43.11145,2,100MG7W;10M0G7W,4,120;210;220;300
70,-22.88351,-43.12133,100,1,1,-22.88351,-43.12133,1,100MG7W,3,110;220;340
71,-22.8828,-43.0865,100,1,1,-22.8828,-43.0865,1,100MG7W,3,0;285;90
72,-22.88167,-43.10958,100,1,1,-22.88167,-43.10958,1,100MG7W,3,270;345;90
73,-22.8816,-43.0973,100,1,1,-22.8816,-43.0973,1,100MG7W,3,10;250;95
74,-22.88101,-43.08063,10,1,1,-22.88101,-43.08063,2,100MG7W;10M0G7W,6,0;100;190;195;350;90
75,-22.87958,-43.10185,100,1,1,-22.87958,-43.10185,1,100MG7W,3,100;260;40
76,-22.87889,-43.04379,100,1,1,-22.87889,-43.04379,1,100MG7W,3,100;275;35
77,-22.87803,-43.13025,100,1,1,-22.87803,-43.13025,1,100MG7W,3,220;50;90
78,-22.8761,-43.0536,100,1,1,-22.8761,-43.0536,1,100MG7W,2,210;50
79,-22.87595,-43.08685,100,1,1,-22.87595,-43.08685,1,100MG7W,3,110;250;35
80,-22.87549,-43.08792,10,1,1,-22.87549,-43.08792,2,100MG7W;10M0G7W,3,155;230;60
81,-22.87443,-43.13512,100,1,1,-22.87443,-43.13512,1,100MG7W,3,130;350;50
82,-22.8741,-43.1143,10,1,1,-22.8741,-43.1143,2,100MG7W;10M0G7W,3,100;15;175
83,-22.87206,-43.09595,100,1,1,-22.87206,-43.09595,1,100MG7W,3,150;280;30
84,-22.8693,-43.1041,100,1,1,-22.8693,-43.1041,1,100MG7W,2,210;30
85,-22.8682,-43.11749,10,1,1,-22.8682,-43.11749,2,100MG7W;10M0G7W,3,20;285;90
86,-22.86433,-43.09594,100,1,1,-22.86433,-43.09594,1,100MG7W,3,150;240;80
